year,state,act,jim_crow
1869,North Carolina,"It shall be further the duty of every president or other officer of a railroad as provided in section first of this act, and every such president or other officer is hereby required to return to the public treasurer, subject to the joint order of the governor and superintendent of public works as hereinafter prescribed, all bonds of the state which have been issued under any authority of law and which remain in the hands of any such president or other officer unsold or undisposed of  or in case any such bonds have been sold or exchanged for money  other securities, the said president or other officer shall deposit in the public treasury such money, proceeds or securities, or so much thereof as he has not actually expended upon his road.",0
1915,North Carolina,"That it shall be the duty of all persons buying crossties to keep a record of the same, showing the name of seller, _date of purchase, and number purchased.",0
1913,North Carolina,"Any person who shall obstruct or interfere with the highway commission, the road superintendent, or any engineer, surveyor, or other employee of the highway commission in making any survey as aforesaid, or who shall interfere or obstruct the highway commission, road superintendent, engineer, surveyor, or other employee of said commission, or any contractor or contractors, or his or their employees, in the construction or improvement of any road, shall be guilty of a misdemeanor, and upon conyviction thereof shall be fined or imprisoned, or both, in the discretion of the court.",0
1901,North Carolina,"That J. M. Baines, N. B. Finch, J. T. Jones, A. H. Ricks and W. L. Thorps be and they are hereby appointed fence commissioners, with power to fill such vacancies as may occur in their body by death, resignation, or otherwise and this body is hereby constituted a corporation under the name of The Fence Commissioners of Nash County.",0
1949,North Carolina,Authority to expend funds donated for stadium purposes.,0
1949,North Carolina,"The board of trustees is hereby authorized to expend any funds which have heretofore or may hereafter be donated to the board for use in connection with the building of a stadium, in such way or ways as in the opinion of the board will best accomplish the purpose for which such donations were made.",0
1923,North Carolina,"That the county commissioners of Johnston County are hereby directed to elect a treasurer to hold and occupy and discharge the duties of the office hereby created until the next general election, and the said officer shall'take his oath and qualify and enter upon the duties of his office first of May, one thousand nine hundred and twenty-three, and hold the same until the first Monday in December, one thousand nine hundred and twenty-five.",0
1923,North Carolina,That his successors in office shall be elected under the election laws of this State.,0
1947,North Carolina,"In no event shall the limitation provided in Section  hereof bar any action, proceeding, defense or counterclaim based upon grounds other than those mentioned in Section  hereof, unless the grounds set out in Section  hereof are an essential part thereof.",0
1899,North Carolina,"Every insurance company, foreign or domestic, shall conduct its business in the state in its own proper and corporate name, and the policies and contracts of insurance issued by it shall be headed or entitled only by its proper or corporate name.",0
1899,North Carolina,"When any such company publishes its assets it shall in the same connection and with equal conspicuousness publish its liabilities computed on the basis allowed for its annual statements, and any publications purporting to showits capital shall exhibit only the amount of such capital as has been actually paid in cash.",0
1899,North Carolina,"NORTH CAROLINA OR  DOMESTIC COMPANIES, ORGANIZATIONS, ETC.",0
1889,North Carolina,"That said town of Henderson may, upon such terms as agreed.",0
1889,North Carolina,"guarantee the payment of the interest upon not exceeding fifty thousand dollars of the first mortgage bonds of said corporation, and the commissioners of said town are hereby authorized, annually, to levy and collect such taxes as may be necessary for the due performance of said guaranty: Provided, that no such guaranty shall be entered into until approved by a majority of the registered voters of said town at an election ordered by the commissioners of the town for that purpose, which election shall be held and governed by and under the rules and regulations prescribed by the charter of said town for the election of town officers, so far as the same may be applicable and ballots favoring the guaranty of said interest shall read,  water-works bond.interestfor guaranty, and those in opposition thereto shall read,  water-works bond interestno guaranty.",0
1889,North Carolina,"Such election may be ordered at any time by said commissioners of their own motion, and shall be ordered upon the written application of twenty-five freeholders resident in said town and qualified voters therein, specifying the terms upon which the guaranty shall be made, together with the number and amount of bonds to which the guaranty shall attach.",0
1901,North Carolina,"That chapter , Laws of , is hereby repealed.",0
1917,North Carolina,"The time and the hours for holding said primary elections im said precincts, and the rules governing the same, not inconsistent with it, shall be prescribed by and carried into effect by the board of managers herein provided for.",0
1925,North Carolina,The open season for fish or game shall he as follows: Name of species Open season RSONUMORC ue eer tenets: slotec.,0
1925,North Carolina,"sake, sie usr ecieha ress November ist to February st EVENN ME detatrepeirciet dle caches ec she cheva\ sl gi'sisas discon e pus wucesheedlions patioteusie suaame leas Open SOURS rete ohatateyere lalate inca ein evenspchelnneasiovere aeaet th to January ist Men sera terrence evar Lone e, tucnep ac afRMeM one Tete rane!",0
1925,North Carolina,ausia) Chenenere tae scone ekonete Open ESA COO Mere eleven aces sepagare casheee eee eae November ist to March st CWO SSUMM eiceap ite teeterets sts cus ere ceieiee seein November ist to March st AVIA AW EHO SETA SSIS.,0
1925,North Carolina,"Minna es laisecs ctalorees elutes November ist to March st SSUSUETN STS Tame, RLS cen NE ASIP, OE, ORK, November ist to March ist Operra sy.",0
1925,North Carolina,"Sve, Pe et Sey November ist to March st MV deabrins Sesh LS.",0
1925,North Carolina,"ahh Ga SE ey SRP EES Se TY, Open INTER GAP asians wees ete ee vase eae tatateheta te ds November ist to March st GTA aA TEC AHO estates estate ters ales Seeks: eck alwe) Hateetete olla,  Open Public-Local.",0
1925,North Carolina,"Name of species Open season QUT] Ae a Reis BRIS Se November ist to March Ist Wild turkey oN November ist to March ist Ducks , geese, brant, Wilson snipe............... All migratory birds Cootigallinwlesin ewe Fe, Se November ist to March ist Wellow less.",0
1925,North Carolina,on k. eas.,0
1925,North Carolina,ieee November st to March ist Woodcock torso shes eet aie see ae Closed Dovel schists saa ees iste.,0
1925,North Carolina,"SE November ist to March ist Swan, wood duck, eider duck and all shore and beach birds for which no open season is proVidedsiw No openriseasonzy.",0
1925,North Carolina,saciid): sews senlih: See.,0
1925,North Carolina,Bee Closed Bag limits.,0
1925,North Carolina,It shall be unlawful to take in the period of time set opposite each individual name of species in the following table a greater number of each species of bird or animal than is enumerated in the column of the said table headed Bag limit: Name of species Period of time Bag limit SOULITVEM I Fite cee eae sane: inone Gay.,0
1925,North Carolina,eee eee sae  Deer Ce.,0
1925,North Carolina,"ee Sh ds, See es inonie",0
1941,North Carolina,That all laws and clauses of laws in conflict with this Act are hereby repealed.,0
1955,North Carolina,That Section -.,0
1955,North Carolina,"be amended by adding an unnumbered paragraph immediately following paragraph , the last subsection, to read as follows: Provided that none of the provisions of this Section nor any of the provisions of this Act shall be construed so as to prohibit or regulate the transportation of property by any motor carrier when the movement is within a municipality or within contiguous municipalities and within a zone adjacent to and commercially a part of such municipality or contiguous municipalities, as defined by the Commission provided further that the Commission shall have the power in its discretion, in any particular case, to fix the limits of any such zone and that nothing herein shall be construed as an abridgment of the police powers of any municipality over such operation wholly within any such municipality.",0
1955,North Carolina,"Nothing in this Act shall be construed to prohibit or regulate the transportation of household effects of families from one residence to another by persons who do not hold themselves out as being, and are not generally engaged in the business of transporting such property for compensation.",0
1933,North Carolina,That all laws and clauses of laws in conflict with the provisions of this act be and the same are hereby repealed.,0
1933,North Carolina,_,0
1965,North Carolina,All laws and clauses of laws in conflict with this Act are hereby repealed.,0
1951,North Carolina,All laws and clauses of laws in conflict with this Act are hereby repealed.,0
1943,North Carolina,"If a member of a burial association who is in the military or naval forces of the United States fails to pay any assessment, he shall be in bad standing, and unless and until restored, shall not be entitled to benefits.",0
1943,North Carolina,"However, the said member shall be reinstated in the burial association upon application made by him at any time until twelve months after his discharge from the military or naval forces of the United States, notwithstanding his physical condition and without the payment of assessments which have become due during his service in the military or naval forces of the United States.",0
1943,North Carolina,Benefits will be in force immediately after such reinstatement.,0
1913,North Carolina,"It shall be the duty of the treasurer of the town of Dallas to receive and faithfully keep all moneys which shall be paid to him for the use and behalf of said corporation, and disburse the same according to an order given in obedience to a direction of said board appearing on its minutes he shall keep a fair and correct account of all moneys so received and disbursed by him in a book kept for that purpose, showing from what source the money was received and for what purpose paid out, and shall submit said account to the board whenever required  he shall keep his accounts so that the tax levied and collected for each.",0
1913,North Carolina,"fund shall be separate, and shall pay out of each separate fund such amounts as are due the same, and when proceeds are paid over to him by an officer of the corporation they shall be credited to the fund for which the tax is levied to raise revenue for the same he shall pay to his successor all moneys in his hands belonging to said corporation of the town of Dallas, and faithfully perform all duties imposed upon him as treasurer by the law and ordinances of said board of aldermen the treasurer shall give a bond, payable to the corporation of the town of Dallas, in a sum to be fixed by the board of aldermen, with sureties to be approved by said board.",0
1913,North Carolina,"For his services he shall receive two and one-half per cent of all moneys received by him and two and one-half per cent of all moneys disbursed by him, received in the ordinary manner from taxes and other regular sources of the town revenue, but not to apply to such moneys as the board of aldermen may from time to time borrow for the conduct of the towns business.",0
1913,North Carolina,For this he is to receive no percentage.,0
1913,North Carolina,"He shall make a report of the funds coming into his hands at the end of his term, and for his failure to make this last report he shall be fined two hundred and twenty-five dollars, to be recovered by suit in the Superior Court, for which his bond will be responsible.",0
1919,North Carolina,"That any lumber company, corporation, person or persons engaged in the lumber business and desiring to use any of the public roads of the townships of Macon County, for the purpose of carrying on its or their business, of hauling either by its or themselves, or by hiring or contracting with other persons, mill logs, lumber or other heavy material with log wagons, log carts or other heavy vehicles, shall pay a license or privilege tax of two cents  per mile on each one thousand feet of mill logs, lumber or other heavy material so hauled, said tax being payable to the secretary-treasurer of the road trustees or to the treasurer of the highway commission in the township in which said hauling is done, and it shall be the duty of any lumber company, corporation, person or persons engaged in the lumber business as hereinbefore set out to make a monthly report to the road trustees or highway commission of each township in which it or they are engaged in said business, said report to be made on the first Monday of each month of the number of feet of all lumber, logs, and other heavy material so hauled during the preceding month.",0
1919,North Carolina,"Said report shall accurately state the number of feet of lumber, logs, etc., and be itemized and sworn to.",0
1919,North Carolina,"That any lumber company, corporation, person or persons so engaged in the lumber business failing to make such report, or failing to make the same accurately and truthfully, or failing to pay the said license or privilege tax hereinbefore set out shall be guilty of a misdemeanor and fined fifty dollars  for each and every offense.",0
1919,North Carolina,The failure to make such report and pay said privilege or license tax each month shall constitute a separate offense.,0
1919,North Carolina,"In addition to the fine herein provided for, such lumber company, corporation, person or persons shall likewise forfeit the sum of ten dollars  for each day that said report is neg: lected to be made after the time specified in which the same shall be done.",0
1919,North Carolina,"That said forfeiture shall be collected by proper proceedings instituted in a court of some justice of the peace for said county against such delinquent by the chairman of the board of township trustees, or highway commission and all moneys collected under this section shall be applied for the improvement of the roads in the township in which the same is collected.",0
1883,North Carolina,This act shall in no wise impair the obligatio of Vance county to pay her proportionate part of the debt of Granville county that existed at the time of the passage of the act to lay off and establish the county of Vance.,0
1919,North Carolina,"That the said highway commission shall consist of seven responsible citizens and freeholders of Nash County, who shall be elected by the board of county commissioners and shall qualify as soon as may be practicable after the passage of this act.",0
1919,North Carolina,"The said highway commissioners shall hold office for a term of two years and until their successors are elected by the board of county commissioners and qualify Provided, that in electing said highway commission the board shall, as nearly as may be possible, select representatives from the several sections of Nash County.",0
1965,North Carolina,"The Board of Commissioners of Warren County is hereby authorized and empowered, in its discretion, to fix the salaries, travel allowances, and other compensation paid to all appointive and elected county officers and employees of Warren County, including but not limited to the members of the Board of County Commissioners of said County provided, that all salaries of said appointive and elected county officers and employees  now fixed by law shall remain in full force and effect until said board of commissioners exercises the authority conferred upon it by this Act.",0
1911,North Carolina,"That the receiver of such bank shall be empowered to demand, sue for, and collect by lawful process all indebtedness due from shareholders of such bank, whether such shareholders, or any of them, reside within or without the State, and wherever they or any Of them or their legal representatives may be served with process, or wherever any property belonging to them, or any of them, or the estate of any of them, may be subject to attachment, garnishment, or other lawful process, and all indebtedness due from such shareholders, or any of them, their representatives or estates, shall be payable to the said receiver as corporate assets, and the title thereto shall be vested in such receiver, to be by him applied for the equal benefit of all persons entitled to share in the distribution of the fund and disbursed ratably under the orders of the court.",0
1913,North Carolina,Telegraph companies.,0
1913,North Carolina,"Every joint-stock association, company, copartnership or corporation, whether incorporated under the laws of this State or any other State or of any foreign nation, engaged in transmitting to, from, through, in or across the State of North Carolina telegraph messages shall be deemed and held to be a telegraph company and every such telegraph company shall, annually, between the first day of May and the twentieth day of May, make out and deliver to the State Tax Commission a statement, verified by oath of the officer or agent of such company making such statement, with reference to the thirtieth a of April next neers showing: First.",0
1913,North Carolina,"The total capital stock of such association, company, copartnership, or corporation.",0
1913,North Carolina,Second.,0
1913,North Carolina,"The number of shares of capital stock issued and outstanding, and the par value of each share.",0
1913,North Carolina,Third.,0
1913,North Carolina,Its principal place of business.,0
1913,North Carolina,Fourth.,0
1913,North Carolina,"The market value of said shares of stock on the thirtieth day of April next preceding and if such shares have no market value, then the actual value thereof.",0
1913,North Carolina,Fifth.,0
1913,North Carolina,"The real estate, structures, machinery, fixtures and appliances owned by said association, company, copartnership or corporation and subject to local taxation within the State, and the location and assessed value thereof in each county where the same is assessed for local taxation.",0
1913,North Carolina,Sixth.,0
1913,North Carolina,"The specific real estate, together with the permanent improvements thereon, owned by such association, company, copartnership or corporation situated outside the State of North Carolina and not directly used in the conduct of the business, with a specific description of each such piece, where located, the purpose for which the same is used and the sum at which the same is assessed for taxation in the locality where situated.",0
1913,North Carolina,Seventh.,0
1913,North Carolina,"All mortgages upon the whole or any part of its property, together with the dates and amounts thereof.",0
1913,North Carolina,Highth.,0
1913,North Carolina,The total length of the lines of said association or company  the total length of such of their lines as is outside the State of North Carolina  the length of the lines within each of the counties and townships within the State of North Carolina.,0
1955,North Carolina,"The Board of Commissioners of Henderson County is ordered and directed to increase by a flat fifteen per cent - the salaries now being paid by Henderson County to all officials, assistants, deputies, and regular employees of said county, such increase to become effective July ,",0
1911,North Carolina,"Upon petition being filed before the said mayor and aldermen of one-fifth of the property holders in said town, ineluding corporations, each of which for this purpose shall be entitled to one vote and shall vote by resolution of the board of directors, the mayor and aldermen shall take a vote of the property owners of said town on the question whether the said bonds shall be issued and sold, and if a majority of the property holders shall vote in favor of the issuance of said bonds then they shall be issued and sold by the mayor and aldermen and their proceeds used for the construction of the sewerage system herein and hereby authorized.",0
1931,North Carolina,"That section seven thousand three hundred and nine - of the Consolidated Statutes, one thousand nine hundred nineteen, be and the same is hereby amended so as hereafter to read as follows: Section  Department of Labor Established.",0
1931,North Carolina,A Department of Labor is hereby created and established.,0
1931,North Carolina,"The duties of said department shall be exercised and discharged under the supervision and direction of a commissioner, to be known as the Commissioner of Labor.",0
1967,North Carolina,Continuance of Contracts.,0
1967,North Carolina,"All contracts entered into by the town, or for its benefit, prior to the taking effect of this Charter, shall continue in full force and effect.",0
1967,North Carolina,Public improvements for which legislative steps have been taken under laws or Charter provisions existing at the time this Charter takes effect may be carried to completion in accordance with the provisions of such existing laws and Charter provisions.,0
1897,North Carolina,"That said supervisor shall appoint, whenever in his judgment one shall be necessary, a superintendent for the roads of each township, who shall act under the direction of the county supervisor, and whose compensation shall be fixed by the board of county commissioners.",0
1939,North Carolina,"That the county commissioners shall publish twice yearly beginning on May first, one thousand nine hundred thirty-nine and every six months thereafter in a newspaper published in Caswell County the number of white persons and the number of colored persons, drawing an old age pension under the Social Security and Old Age Assistance Act.",1
1876,North Carolina,"The General Assembly of North Carolina do enact, That the commissioners of Caswell county are authorized and directed to cause an election to be held at the ditterent precincts, in the Milton township, of said county, after due notice and publication in the usual manner of said election, and to submit to the qualified voters of said township the question of subscribing fifteen thousand dollars to the capital stock of the Milton and Sutherlin Narrow Gauge Railroad Company, at which election those in favor of said proposition shall deposit their ballots  For subscription, and those opposed shall deposit ballots  Against subscription.",0
1957,North Carolina,All laws and clauses of laws in conflict with this Act are hereby repealed.,0
1919,North Carolina,"That if at said election a majority of the qualified voters of the said district shall cast a ballot for extension of the said boundaries of the Hertford graded school district and levy the tax as provided by chapter three hundred and thirty-six, Private Laws of one thousand nine hundred and five, that said boundaries shall be those embarced in section one hereof.",0
1919,North Carolina,"If the majority of the qualified voters of said district shall fail to cast their ballots for extension, then the boundaries of said district shall be those provided in chapter three hundred and thirtysix of the Private Laws of one thousand nine hundred and five as amended by chapter one hundred and seventy-seven of the Private Laws of one thousand nine hundred and fifteen.",0
1931,North Carolina,"On the first Monday in May, nineteen hundred and thirty-one, and each odd year thereafter the County Commissioners of Rockingham County shall appoint a clerk for said Recorders Court who shall begin his term of office on the first day of June thereafter and shall serve two years and until his successor is appointed and qualified.",0
1931,North Carolina,"The clerk for his compensation shall receive as follows: one dollar  for all warrants issued within the jurisdiction of a Justice of the Peace, and two dollars  for all warrants issued in matters above the jurisdiction of a Justice of the Peace one dollar  for all summons in civil actions and three dollars  in all attachments and claim and delivery.",0
1931,North Carolina,If a vacancy occurs in the said clerks office the unexpired term shall be filled by the said Board of County Commissioners.,0
1931,North Carolina,"The clerk shall have concurrent powers and authority with the several Justices of the Peace of Rockingham County to take affidavits to warrants and to issue warrants in all criminal matters originating in Rockingham County, and shall have power to affix the seal of the court to other writs and processes of the court and take appearance bonds of defendants in criminal actions, or witnesses therein, such amount or amounts as fixed by the court, and to fix the amount of all bonds in the absence of the Recorder, or when the Recorder fails to fix bond, and to issue all summons, ancillary remedies, and all other papers and processes in civil actions, that the Recorder or any Justice of the Peace in Rockingham County can issue.",0
1931,North Carolina,That all laws and clauses of laws in conflict with this Act are hereby repealed.,0
1911,North Carolina,That the treasurers commission on all money received and paid out under this act shall be the same as is now provided by law for the school fund of said county.,0
1963,North Carolina,"Article , subchapter V of Chapter  of the General Statutes is amended by adding a new Section, to be designated as G. S.",0
1963,North Carolina,"-., to read as follows:  -.. Service Upon Nonresident Operators of Aircraft and Upon Their Personal Representatives.",0
1963,North Carolina,"The operation, navigation or maintenance by a nonresident or nonresidents of an airplane, helicopter, glider, dirigible, blimp, balloon, or other aircraft in the State, either in person or through others, and the acceptance thereby by such nonresident or nonresidents of the protection of the laws of the State for such aircraft, or the operation, navigation or maintenance by a nonresident or nonresidents of an airplane, helicopter, glider, dirigible, blimp, balloon, or other aircraft in the State, either in person or through others, other than under the laws of the State, shall be deemed equivalent to an appointment by each such nonresident of the Secretary of State or his successor in office, to be the TRUE and lawful attorney of each such nonresident and the TRUE and lawful attorney of the executor or administrator of each such nonresident for service of process, upon whom may be served all lawful process in any suit, action or proceeding against such nonresident or nonresidents growing out of any accident or collision in which such nonresident or nonresidents may be involved while, either in person or through others, operating, navigating, or maintaining an airplane, helicopter, glider, dirigible, blimp, balloon, or other aircraft in the State and such acceptance or such operation, navigating or maintaining in the State of such aircraft shall be a signification of each such nonresidents agreement that any such process against him or his administrator or executor which is so served shall be of the same legal force and effect as if served on him personally.",0
1963,North Carolina,"Service of such process shall be made in the following manner: - By leaving a copy therefor, with a fee of one dollar  in the hands of the Secretary of State, or in his office.",0
1963,North Carolina,"Such service, upon compliance with the other provisions of this Section shall be sufficient service upon said nonresident.",0
1963,North Carolina,"- Notice of such service of process and copy thereof must be forthwith sent by registered mail by plaintiff or the Secretary of State to the defendant, and the entries on the defendants return receipt shall be sufficient evidence of the date on which notice of service upon the Secretary of State and copy of process were delivered to the defendant, on which date service on said defendant shall be deemed completed.",0
1963,North Carolina,"If the defendant refuses to accept the registered letter, service on the defendant shall be deemed completed on the date of such refusal to accept as determined by the notations by the postal authorities on the original envelope, and if such date cannot be so determined, then service shall be deemed completed on the date that the registered letter is returned to the plaintiff or the Secretary of State as determined by the postal marks on the original envelope.",0
1963,North Carolina,"The defendants return receipt, or the original envelope bearing a notation by the postal authorities that receipt was refused, and an affidavit by the plaintiff that notice of mailing the registered letter and refusal to accept was forthwith sent to the defendant by ordinary mail, together with the plaintiffs affidavit of compliance with the provisions of this Section must be appended to the summons or other process and filed with said summons, complaint and other papers in the cause.",0
1963,North Carolina,"Provided, that where the nonresident aircraft operator has died prior to the commencement of an action brought pursuant to this Section, service of process shall be made on the executor or administrator of such nonresident aircraft operator in the same manner and on the same notice as if provided in the case of a nonresident aircraft operator.",0
1963,North Carolina,The court in which the action is pending shall order such continuance as may be necessary to afford the defendant reasonable opportunity to defend the action.,0
1963,North Carolina,"The provisions of this Section shall also apply to a resident of the State at the time of the accident or collision who establishes residence outside the State subsequent to the accident or collision and to a resident of the State at the time of the accident or collision who departs from the State subsequent to the accident or collision and remains absent therefrom for sixty - days or more, continuously, whether such absence is intended to be temporary or permanent.",0
1893,North Carolina,"That should there be an excess in amount of bonds provided for by this act beyond the necegsary amount to pay off the said old bonds and interest and the expenses incurred in effecting the liquidation or funding of the same, then the said excess of bonds shall be speedily cancelled and filed in safe of county.",0
1903,North Carolina,"That the Board of Commissioners of Nash County are hereby authorized and fully empowered to levy a special tax, if they find same to be necessary, during the years  and , for the purpose of paying off the debts accrued or to accrue against the county for the purpose of repairing the court-house and public buildings of said county: Provided, that in no one year, shall the tax herein authorized be levied exceeding  cents on the   worth of property, and  cents on the poll.",0
1911,North Carolina,"The said board may purchase all such machinery and implements as may be needed for the proper working and construction of the roads and may employ a competent engineer or surveyor and may exercise such other powers and privileges as may be needed for the carrying out of the purposes and provisions of this act: Provided, that no person in said township shall be subject to road duty.",0
1897,North Carolina,"That John C. Wadsworth, Rufus A.",0
1897,North Carolina,"Brown and Morrison H. Caldwell, and such other persons as they may hereafter associate with them, or their assigns, and their successors, are hereby constituted a body corporate, by the name of the Moore County and Western Railroad Company, and by such name they and their assigns and successors may sue and be sued, plead and be impleaded in all the Courts of this State, and of the United States, may have a common seal, with the right to alter the same at pleasure, may make all by-laws and regulations, expedient or necessary, for the purpose of Incorporation, may purchase, lease, hold and convey all property real and personal, proper or requisite for their corporate purposes, and may have and enjoy all the rights, powers, franchises, immunities and privileges granted by the general laws of the State, not inconsistent with this act.",0
1907,North Carolina,"That said board of public safety shall make all proper and necessary rules to govern its officers and employees and to regulate promotions and removals in accordance therewith and no person shall be appointed or retained in any office, place or employment by said board who is incompetent, neglectful of duty or guilty of drunkenness or immorality.",0
1911,North Carolina,"Whenever from any cause this company is unable to agree with the owners of the land over or near which it is proposed to extend its road for the purchase of such land for its depcts, roadbeds, station grounds, yards, shops, gravel pits, quarries, terminals or other purposes of the company, the said company may file a petition before the clerk of the superior court of the county wherein the land lies, specifying the objects for which the land is desired, with a description and plat thereof.",0
1911,North Carolina,"A copy of such petition, with a notice of the time and place when and where the same shall be heard by the clerk, must be served on all persons whose interests are to be affected by the proceedings, at least ten days.prior to the hearing of the same, by the clerk, in the manner provided by law and in the event that any of the persons interested in said land are unknown or nonresidents of this State, such notice may be served by advertisement, stating briefly the object of the application and giving a description of the land to be taken, published in a newspaper, if there be one published in the county in which the land to be taken is situate, once in each week for four successive weeks next previous to the presentation of the petition, and if there be no paper published in the said county, then in some paper published in the city of Raleigh, or such notice may be given in any other way provided for the giving of notices relative to the condemnation of land by chapter sixty-one - of The Revisal of one thousand nine hundred and five of North Carolina.",0
1911,North Carolina,"The clerk of the superior court shall thereupon appoint three disinterested freeholders, who shall be summoned by the sheriff to meet on the premises at a time to be fixed in the order of appointment, not more than ten days after the appointment, unless a later day be fixed by consent, to assess the damages to the land proposed to be taken.",0
1911,North Carolina,"In assessing the damages the appraisers shall take into consideration the actual value of the land, together with the damage to the residue of the tract beyond the benefit and special advantages to be derived in respect to such residue from the work to be constructed.",0
1911,North Carolina,The appraisers or a majority of them shall make their report to the clerk of the superior court within ten days from the time of their meeting on the premises.,0
1911,North Carolina,"Said report shall be recorded in the office of the register of deeds, after approval by the clerk and payment of the damages assessed to the clerk or to the parties interested, and shall have force and effect of a deed conveying such property to the company in fee simple.",0
1911,North Carolina,"Either party may appeal to the superior court in term from the approval or disapproval of the action of the clerk: Provided, such appeal be prayed within ten days from the approval or disapproval of the clerk, and on such appeal may present such evidence as they may desire, and have a hearing de novo before the court, but the burden of proof shall be upon the party objecting to the ruling of the appraisers.",0
1911,North Carolina,"In the event that the TRUE owner of the property taken as above mentioned is not notified as above provided, then such owner may within two years, but not afterwards, petition the superior court of the county in which the land lies for assessment of the value thereof, as aforesaid, but no action of ejectment shall be brought by him nor the possession or occupation of this company in any way disturbed unless it shall within the time to be fixed by the court fail to pay such damages as may be assessed for the value thereof: Provided, however, that in case the TRUE owner be at the time of such condemnation and occupation under any legal disability, he may file a petition for the assessment of such damages within two years from the removal of such disability: Provided, that no powers herein enumerated shall .",0
1911,North Carolina,"be construed to grant any condemnation powers in excess of the general law governing condemnation, and that nothing herein contained shall be construed to exempt this company from any and all of the lawful orders, rules and regulations of the corporation commission.",0
1955,North Carolina,All laws and clauses of laws in conflict with this Act are hereby repealed.,0
1917,North Carolina,"That chapter one hundred and forty-one, pertaining to the compulsory education of the blind, be so amended that after section five - the following be inserted: The sheriffs of the various counties of the State of North Carolina shall be required to enforce the provisions of this act in all cases of blind children reported to them by the superintendent of the said State School for the Blind and the Deaf that said sheriffs shall have authority to reimburse themselves for such services and expenses as are entailed upon them in executing the provisions of this act.",0
1917,North Carolina,"And further, in order to aid the superintendent of the said School for the Blind and the Deaf in securing the attendance of blind children upon the said school, that the various railroads operating in the State of North Carolina may grant him transportation without charge.",0
1885,North Carolina,"That an act passed at the present session of the General Assembly, entitled An act to raise revenue, be amended by adding to section twenty-eight of said.",0
1885,North Carolina,act the following: That any manufacturer paying a drummers tax prescribed in this section shall be allowed a rebate of that amount upon his genera!,0
1885,North Carolina,taxes for the same time.,0
1885,North Carolina,"That the act incorporating the Goldsboro, Snow Hill and Greenville Railway Company, ratified the seventh day of March, one thousand eight hundred and seventy-nine, being chapter one hundred and thirtythree, laws of one thousand eight hundred and seventynine, be and is hereby amended by adding to the end of the proviso in the end of section twenty-five of said act, the words, in any of the bonds authorized by this act.",0
1887,North Carolina,"That  The Savings and Deposit Bank of North Carolina shall be established in the city of Greensboro, the capital stock of which shall not exceed one hundred thousand dollars, divided into shares of five dollars each, and that for the purpose of receiving subscriptions for said stock, books shall be opened at any time after the ratification of this act, and remain open for the space of sixty days, at Greensboro, under the superintendence of the following persons or a majority of them, to-wit: Peter D. Price, Levi M. Scott, James M. Winsted, Wm.",0
1887,North Carolina,"B. Bogart, A. P. Eckel, J. W. Scott, D. W. C. Benbow, D. F. Caldwell and W. E. Bevill, and at such other places under the superintendence of such other persons as said commissioners may direct.",0
1933,North Carolina,"That all official acts of W. A. Brame, Justice of the Peace of Marks Creek Township, Wake County from April first, nineteen hundred and thirty-one, until April twenty-first, nineteen hundred and thirty-two, be and the same are hereby validated.",0
1933,North Carolina,"That from and after the ratification of this act the commissioners of Cleveland County shall have the power and authority to abolish and/or discontinue any and all offices, positions or jobs supported in whole or in part out of the funds of said county which are not required by the Constitution of North Carolina.",0
1933,North Carolina,"And the said commissioners of Cleveland County shall have the further power and authority to transfer to any other county office or officer the duties performed by any person or persons holding any office, position or job which may be abolished under this act.",0
1933,North Carolina,That all laws and parts of laws in conflict with this act are hereby repealed.,0
1933,North Carolina,"That Chapter  of the Public-Local Laws of , as amended, be and the same is hereby further amended as follows:  By adding the following to the end of section  thereof as amended: The Judge of the Municipal Court of the City of High Point shall have the same power and duty as the Judges of the Superior Courts with reference to the transfer and removal of actions begun and pending in said Municipal Court to the Superior Courts of the various counties of this State, and the causes for removal shall be the same as prescribed by law for similar motions in the Superior Courts, in so far as same may be applicable to, and not inconsistent with, the provisions of this Act.",0
1933,North Carolina,"By further adding the following to the end of Section  thereof as amended: Wherever by law it is provided that any action, matter or proceeding shall, or may, be brought in, removed to, or heard by the Superior Courts, the Municipal Court of the City of High Point shall have concurrent jurisdiction and power with such Superior Courts therein, if such action, matter or proceeding be one over which said Municipal Court would otherwise have jurisdiction as provided in this Act.",0
1933,North Carolina,"And wherever it is provided by law that a judge of the Superior Courts shall, or may, perform any act with reference to any action, matter or proceeding, the judge of the Municipal Court of the City of High Point shall have like power and duty with reference to any such action, matter or proceeding properly cognizable by, or within the jurisdiction of, the said Municipal Court.",0
1931,North Carolina,That from and after the ratification of this act the school committee of the Garner High School and Mt.,0
1931,North Carolina,Auburn Elementary School located in Garner-Mt.,0
1931,North Carolina,"Auburn school district, St. Marys Township, Wake County, shall consist of seven members, whose names and terms of office shall be as follows: S. T. Mitchiner and N. L. Broughton, whose terms shall expire on the first day of April, one thousand nine hundred and thirtythree Exum Sturdivant, L. C. Whitaker and C. L. Wrenn, whose terms of office shall expire on the first day of April, one thousand nine hundred and thirty-four C. N. Allen and B. R. Buffaloe, whose terms of office shall expire on the first day of April, one thousand nine hundred and thirty-five.",0
1931,North Carolina,At the expiration of the terms of office of the above-named committeemen their successors shall be appointed by the county board of education of Wake County as now provided by law.,0
