id,law_type,year,state,sentence,length,start_page,end_page,jim_crow,Notes,Labeler
18921670,Acts,1892,SOUTH CAROLINA,"Whereas James M. Henderson and Mrs. Sarah E. T. Chick sustained serious damages by the sinking of a flat on Tyger River, which flat was jointly maintained by the Counties of Newberry and Union.",193,361,361,0,,RT
18921671,Acts,1892,SOUTH CAROLINA," Be it resolved by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That the County Commissioners of Newberry and Union Counties are hereby authorized to meet and investigate the damages sustained by the said James M. Henderson and Mrs. Sarah E. T. Chick by the sinking of the flat at Gordon’s Ferry, which was main- tained by said Counties.",451,361,361,0,,RT
18921672,Acts,1892,SOUTH CAROLINA,"2. That when said investigation shall have been made by said County Commissioners, they shall fix, if they so determine, the damages, and the County Commissioners of Union County shall draw their warrant on the Treasurer of Union County for one-half of the damages, and the County Commissioners of New- berry County for one-half, and the Treasurers of Union and Newberry Counties are hereby authorized to pay the same.",418,361,361,0,,RT
18921673,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D, 1892. AN ACT to AMEND AN Act ENTITLED “‘AN Act To EsTabB- LisH ‘wo New ScHoou Districts IN A PorTION oF No.",137,361,361,2,,RT
18921674,Acts,1892,SOUTH CAROLINA,"11 TOWNSHIP IN THE CouNTY OF NEWBERRY, AND TO AUTHORIZE THE Levy AND COLLECTION oF A ScHooL Tax THEREIN,” APPROVED DEC. 22ND, 1888, By ADDING THERETO ANOTHER SECTION TO BE KNOWN AS8 SECTION 13. , SEcTION 1. Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That an Act entitled ‘‘An Act to establish two new school districts in a portion of No.",462,361,362,2,,RT
18921675,Acts,1892,SOUTH CAROLINA,"11 Townships in the County of Newberry, and to authorize the levy and collection of a school tax therein,” approved December 22nd, 1888, be, and the same is hereby, amended by adding thereto another Section te be known as Section 13, as follows : SecTION 13. That in case the Board of School Trustees of any district created under the provisions of this Act cannot obtain otherwise suitable sites for the locations of school houses, then the Board of Trustees of such district is hereby authorized to condemn a lot of land for the location of both white and colored schools, if the same be necessary, neither lot to exceed in area one acre: Provided, That the owner or owners of such lot or lots of land thereby condemned shall receive a just compensation therefor, to be paid out of the funds of the school district, the amount of said compensation to be determined by three freeholders of the school district, the first of whom shall be selected by the Board of Trustees of the school district, the second by the owner or owners of the lot or lots of land condemned, and the third by the two already selected : Provided, That the owner or owners of such land shall have the right of appeal, as provided by law, in cases of condemnation of lands for public purposes.",1267,362,362,1,,RT
18921676,Acts,1892,SOUTH CAROLINA,"Approved December 22nd, A. D. 1892. AN ACT To AMEND AN ACT ENTITLED “‘AN ACT TO AUTHORIZE THE COUNTY COMMISSIONERS OF NEWBERRY COUNTY TO SUBMIT TO THE QUALIFIED VOTERS oF TowNsHIps 10 AND 11 oF Salp CoUNTY THE QUESTION OF AN ADDI- TIONAL SPECIAL Tax FOR CERTAIN PuRPOsES THEREIN MENTIONED.” SECTION 1. Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Section 1 of an Act entitled ‘An Act to authorize the County Commissioners of Newberry County to submit to the qualified voters of Townships 10 and 11 of said County the question of an additional special tax for certain purposes therein mentioned” be amended by striking out in line six the words “ within sixty days from the approval of this Act,” and inserting in lieu thereof the following words: ‘‘on the 1st day of April, 1893.” So that said Section when amended shall read as follows: That the County Commissioners of Newberry County are hereby authorized and required to order an election in Townships 10 and 11 of said County on the 1st day of April, 1893, at which election they shall submit the question of ‘“‘special tax” or ‘no special tax” to the qualified voters of said townships: Provided, That a majority of the real estate owners resident in said townships petition for the same before March Ist, 1893.",1395,362,363,2,,RT
18921677,Acts,1892,SOUTH CAROLINA,"Approved December 15th, A. D. 1892. AN ACT To EstaBLisH A NEw ScHOooL DistRIcT TO EMBRACE THE CoRporRATE LIMITS OF THE TOWN oF LITTLE Moun- TAIN, IN NEWBERRY COUNTY, AND TO AUTHORIZE THE LEVY AND COLLECTION OF A SCHOOL Tax THEREIN.",231,363,363,2,,RT
18921678,Acts,1892,SOUTH CAROLINA," Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That for the purpose of maintaining a public school or schools in the town of Little Mountain, in Newberry County, a school district is hereby established to embrace the area included within the corporate limits of the said town.",406,363,363,2,,RT
18921679,Acts,1892,SOUTH CAROLINA,"B. Lathan, A. N. Boland and W. C. Shealy be, and they are, made a Board of Trustees for said school dis- trict, who shall hold their offices for two years, and until their successors are elected.",195,363,363,2,,RT
18921680,Acts,1892,SOUTH CAROLINA,There shall be an election for Trustees of said school district by the qualified electors of said district every two years.,123,363,363,2,,RT
18921681,Acts,1892,SOUTH CAROLINA,3. That said Trustees shall have the power and perform 1st.,59,363,363,2,,RT
18921682,Acts,1892,SOUTH CAROLINA,"To select suitable sites for schools in the duties following : said district, and discharge all the duties and have all the rights that are now exercised by, or may hereafter be given to, School ‘Trustees.",205,363,363,2,,RT
18921683,Acts,1892,SOUTH CAROLINA,"To elect and dismiss the teachers, and fix their salaries ; to prescribe their duties and term of office, and make rules for the government of the schools, and make an annual report to the State Superintendent of Education on or before the first day of October in each year, to be forwarded through the School Commissioner of Newberry County.",342,363,363,2,,RT
18921684,Acts,1892,SOUTH CAROLINA,3d. To take charge of and keep in repair all buildings and other property belonging to said school district.,110,363,364,2,,RT
18921685,Acts,1892,SOUTH CAROLINA,"4, That the Board of Trustees at their first meeting shall from their number elect a Chairman and Secretary thereof.",116,364,364,2,,RT
18921686,Acts,1892,SOUTH CAROLINA,"5. That the Chairman of said Board of Trustees shall call meetings of the said Board of Trustees whenever in his judgment it is necessary, or whenever a majority of the Board shall request him in writing to do so.",213,364,364,2,,RT
18921687,Acts,1892,SOUTH CAROLINA,"6. That said school district is hereby authorized and empowered to levy on all personal and real property returned in said school district a local tax not exceeding (2) two mills in any one year to supplement the general tax for the support of schools in the’ mode following : The said Board of Trustees shall on or before the 15th of January, 1893, and on or before the said day in each succeeding year, call a meeting in said school district of all the legal voters living in said school district and returning real or personal property therein, or both, providing that publication thereof shall be given, specify- ing the time, object and place of said meeting, at least ten (10) days before such meeting, by posting the same in three conspicu- ous places in said district and publishing the same in a news- paper published in Newberry County and in a newspaper published in Lexington County.",895,364,364,2,,RT
18921688,Acts,1892,SOUTH CAROLINA,"The persons answering the above designation when assembled shall choose a Chairman and Secretary and decide what additional tax, if any, shall be levied.",153,364,364,2,,RT
18921689,Acts,1892,SOUTH CAROLINA,"The Chairman of said meeting shall within one week afterwards notify the Chairman of the said Board of Trustees and the County Auditor of Newberry and Lexington Counties, respectively, of the amount of taxes levied.",215,364,364,2,,RT
18921690,Acts,1892,SOUTH CAROLINA,"And the County Auditor of each of said Counties shall at once assess such taxes on the real and personal property returned in that part of said school district lying within each of said Counties, respectively, and each of the County Treasurers of said Counties shall collect the said tax with the other taxes of the same year, and such taxes shall be collected by like process and the non-payment thereof subject to like penalties as in case of non-payment of County or State taxes.",482,364,364,2,,RT
18921691,Acts,1892,SOUTH CAROLINA,"The County Treasurer of Newberry and Lexington Counties shall each hold all moneys arising from the school taxes which said school district shall be entitled to under the general provisions of law, and under the provisions of this Act, subject to the warrant of the Chairman of the Board of Trustees of said school district.",326,364,365,2,,RT
18921692,Acts,1892,SOUTH CAROLINA,"And for the purpose of maintaining a school or schools in said school district for the present fiscal year, each of said Treasurers of the Counties of Newberry and Lexington shall pay to said Chairmen of said Board of Trustees in like manner the school tax and poll tax which they, or either of them, have collected or may collect from persons or on property within said school district.",387,365,365,2,,RT
18921693,Acts,1892,SOUTH CAROLINA," This Act shall be deemed a public Act, and shall take effect from the time of its approval.",99,365,365,2,,RT
18921694,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To AMEND THE CHARTER OF THE TOWN OF LITTLE MOouNTAIN, IN NEWBERRY County, so AS TO EXTEND THE Limits THEREOF.",152,365,365,2,,RT
18921695,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That all after the words “‘ Little Mountain ” in Section 1 of an Act entitled «‘An Act to incorporate the town of Little Mountain” be, and the same is hereby, stricken out and the following inserted in lieu thereof : ‘‘And the area thereof shall be a square, the sides of which shall be two miles in length, with the depot of the Columbia, Newberry and Laurens Railroad as its centre ; or in other words said depot shall be equi-distant from the parallel lines of said square ; and the Town Council of said town are hereby authorized and required to arrange and locate the courses of the lines of said square as to them may seem best.” So that said Section when amended shall read as follows : SEcTION 1. That all citizens of the United States who are now or hereafter may be inhabitants of the town of Little Mountain shall be deemed, and are hereby declared to be, a body politic and corporate, and that said town shall be known by the name of Little Mountain, and the area thereof shall be a square, the sides of which shall be two miles in length, with the depot of the Columbia, Newberry and Laurens Railroad as its centre ; or in other words said depot shall be equi-distant from the parallel lines of said square; and the Town Council of said town are 21—a (2500) hereby authorized and required to arrange and locate the courses of the lines of said square as to them may seem best.",1568,365,366,0,,RT
18921696,Acts,1892,SOUTH CAROLINA,"Approved December 22nd, A. D. 1892. AN ACT to AMEND THE CHARTER OF THE TOWN OF NEW- BERRY.",90,366,366,0,,RT
18921697,Acts,1892,SOUTH CAROLINA,"Be i¢ enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Sec- tion 13 of the charter of the town of Newberry be amended by adding after the word ‘‘State,” in line 5, the following: ‘‘Pro- vided, That in all cases the defendant shall have the right of appeal as now allowed by law in Trial Justice Courts in the State.” So that said Section when amended shall read as fol- lows : SecTION 13. That the said Mayor and Aldermen shall be vested jointly and severally with jurisdiction in all criminal cases that shall occur within the corporate limits of said town equal to that now vested by law in Trial Justices in this State : Provided, That in all cases the defendant shall have the right of appeal as now allowed by law in Trial Justice Courts in this State.",884,366,366,2,,RT
18921698,Acts,1892,SOUTH CAROLINA,But it is provided that at some hour during the morning of each day the Mayor or acting Mayor of said town shall hold court to dispose of such cases as may be ready for trial or other consideration.,198,366,366,0,,RT
18921699,Acts,1892,SOUTH CAROLINA,", That all Acts or parts of Acts inconsistent with this Act be, and the same are hereby, repealed.",108,366,366,0,,RT
18921700,Acts,1892,SOUTH CAROLINA,"Approved Decem’ver 15th, A. D. 1892. AN ACT To AMEND Sections 5 aND 17 oF AN AcT ENTITLED “An Act TO RENEW AND AMEND THE CHARTER OF THE Town oF NEWBERRY.” SECTION 1. Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Section 17 of an Act entitled ‘“‘An Act to renew and amend the charter of the town of Newberry,” approved January 31st, 1882, be, and the same is hereby, amended by inserting in lieu of the word ‘twenty ” the word ‘‘sixty,” so that the same shall read as fol- lows: That the said Mayor and Aldermen shall have the power and authority to impose the following taxes each year for the use of said town, that is to say: Sixty cents on each one hundred dollars’ worth of real and personal property being in the limits of said town, (except the property of churches and institutions of learning.)",929,366,367,2,,RT
18921701,Acts,1892,SOUTH CAROLINA,"The value of the said real and personal property, for the purposes of taxation, shall be fixed and assessed as herein- after provided: Provided, That a necessity shall arise for the levy and collection of said tax.",214,367,367,2,,RT
18921702,Acts,1892,SOUTH CAROLINA,"2. That Section 5 be amended by inserting the word “December” in lieu of the word ‘‘April” in said Section, so that the same shall read as follows: SrctTion 5. That the election for Mayor and Aldermen of said town shall be holden on the second Tuesday in the month of December of each year ; at which election all persons who have hereinbefore been declared to be members of said corporation shall be‘entitled to vote: Provided, however, That it shall be in the power of the Mayor and Aldermen of the town of Newberry to require a registration of all the voters of said town as a pre- requisite to voting at any election for Mayor and Aldermen thereof ; and for this purpose full power is hereby vested in the Mayor and Aldermen of said town to prescribe the time, place, manner and terms of said registration of voters, by an ordinance for that purpose.",854,367,367,2,,RT
18921703,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT to Create A NEw Scuoon District IN NEWBERRY County, TO BE KNOWN AS WHEELAND ScHOOL District, AND TO AUTHORIZE THE LEVY AND COLLECTION oF A Lo- cAL Tax THEREIN.",202,367,367,2,,RT
18921704,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That that portion of Newberry County lying within the following boundary lines, to wit: Beginning at a point on the line dividing the Coun- ties of Newberry and Lexington near the residence of John A. Boland; and from thence North of the residence of George Shealy ; and from thence North of the residence of Calvin Metts; and from thence North of the residence of Michael Bowers ; and from thence in a straight line to Camping Creek; thence along Camping Creek to Lexington County line; thence along Lexing- ton County line to beginning near residence of John A. Boland, be, and i3 hereby, constituted a new school district, to be known as Wheeland Graded School District.",852,367,368,2,,RT
18921705,Acts,1892,SOUTH CAROLINA,"2. That N. B. Wheeler, D. C. Boland, Patrick Boland, Calvin Metts and Edward Sease and their successors, to be elected by the stockholders of the Wheeland Graded School Dis- trict and thereupon appointed by the Superintendent of Educa- tion, be, and the same are hereby, constituted a Board of Trus- tees for said school district.",330,368,368,2,,RT
18921706,Acts,1892,SOUTH CAROLINA,3. That the said Board of Trustees shall have the follow- ing powers and duties: Ist.,85,368,368,2,,RT
18921707,Acts,1892,SOUTH CAROLINA,"To discharge the duties of School Trustees, and to have all the powers, privileges, rights and lia- bilities now possessed by and pertaining to School Trustees.",160,368,368,2,,RT
18921708,Acts,1892,SOUTH CAROLINA,2d. To determine the studies and class books to be used in the schools of said school district.,95,368,368,2,,RT
18921709,Acts,1892,SOUTH CAROLINA,"3d. To elect and dismiss the teachers, to fix their salaries, to prescribe their duties and term of office, and to make rules for the government of the schools.",160,368,368,2,,RT
18921710,Acts,1892,SOUTH CAROLINA,"To make an annual report of the schools in this district to the Superintendent of Education on or before the first Monday in October in each year, to be forwarded through the office of the School Commissioner of Newberry County.",228,368,368,2,,RT
18921711,Acts,1892,SOUTH CAROLINA,"To take in charge, and keep in order, all buildings and other property be- longing to, or used for carrying on, the schools of the district herein created.",155,368,368,2,,RT
18921712,Acts,1892,SOUTH CAROLINA,"4. That the Board of Trustees shall elect from its mem- bers a Chairman, and also a Secretary and Treasurer.",108,368,368,2,,RT
18921713,Acts,1892,SOUTH CAROLINA,"5. That the Chairman shall call meetings of the Board whenever, in his judgment, it is necessary, or whenever three (3) members of the Board shall in writing request him to do so, *Sxc. 6. That the School Commissioner of Newberry County shall have jurisdiction only over the schools and educational interests of his County not comprised within the corporate limits of the said new school district hereby created under the name of the Wheeland Graded School District.",466,368,368,2,,RT
18921714,Acts,1892,SOUTH CAROLINA,"7. That said school district is also hereby authorized and empowered to levy on all real and personal property returned in said school district a local tax, not exceeding three (3) mills on the dollar in any one year, to supplement the general tax for the support of schools, by the persons and in the mode following, to wit: The said Board of Trustees, if they deem it expedient, shall, on or before the 15th day of January, 1893, and on or before the same day in each succeeding year, call a meeting in said school district of all the legal voters living in above named school district and returning real or personal property therein : Provided, That public notice of said meeting, specifying the time, place and object, shall be given at least ten (10) days before said meeting, by posting the same in three conspicuous places in the said school district.",860,368,369,2,,RT
18921715,Acts,1892,SOUTH CAROLINA,"'The persons answering the above desig- nations, when thus assembled, shall appoint a Chairman and also a Secretary, adjourn from time to time, and decide what addi- tional tax, if any, shall be assessed.",204,369,369,2,,RT
18921716,Acts,1892,SOUTH CAROLINA,No tax thus levied shall be repealed at a subsequent meeting in the same fiscal year.,85,369,369,2,,RT
18921717,Acts,1892,SOUTH CAROLINA,"The Chairman of said meeting shall, within one week thereafter, notify the Chairman of said Board of ‘Trustees, and the County Auditor of Newberry County, respectively, of the amount of the tax thus assessed, and the County Auditor shall at once enter on his books such tax so assessed and levied on all real and personal property returned in said school district, and the County Trea- surer of said County shall collect such tax with the other taxes for the same year, and said tax shall be liable to like process and penalties as are State and County taxes.",559,369,369,2,,RT
18921718,Acts,1892,SOUTH CAROLINA,"The County Treasurer of the County of Newberry shall hold all moneys arising from the Constitutional school tax and poll tax to which said school district may be entitled under the general provisions of the law, or under the provisions of this Act, subject to the warrant of the ‘l'reasurer of the Board of Trustees of said school district.",340,369,369,2,,RT
18921719,Acts,1892,SOUTH CAROLINA,"9. All moneys received by the County Treasurer from the local tax herein shall be protected by the official bond of said Treasurer, and shall be paid out only on the warrant of the said Treasurer of said Board of Trustees of said school district.",246,369,369,2,,RT
18921720,Acts,1892,SOUTH CAROLINA,"10. That all Acts or parts of Acts inconsistent with this Act be, and the same are hereby, repealed.",100,369,369,2,,RT
18921721,Acts,1892,SOUTH CAROLINA,". This Act shall be deemed a public Act, and shall take effect and be of full force immediately after the date of its approval.",134,369,369,2,,RT
18921722,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To AMEND AN Act ENTITLED ‘“‘AN ACT TO REGULATE THE NUMBER AND Pay OF TRIAL JUSTICES IN OCONEE County,” APPROVED DECEMBER 22ND, 1891.",177,369,370,0,,RT
18921723,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Sec- tion 2 of an Act entitled ‘‘An Act to regulate the number and eed pay of Trial Justices in Oconee County, approved December 22nd, 1891, be, and the same is hereby, amended by adding after the word ‘‘each ” on the eleventh line of said Section the follow- ing words: ‘‘ Except the Trial Justice located in the Southeastern portion, Seneca township, who shall receive an annual salary of thirty dollars,” So that said Section, as amended, shall read as follows : SEcTION 2. That the Trial Justice residing in or near the town of Walhalla shall receive an annual salary of one hundred dollars; the one in or near Seneca City and the one in or near Westminster each shall receive an annual salary of fifty dollars.",897,370,370,0,,RT
18921724,Acts,1892,SOUTH CAROLINA,"There shall be two Trial Justices in Centre Township, and the one at or near Fairplay shall receive an annual salary of forty dollars ; the one at or near Oakway shall receive an annual salary of forty dollars ; the one in Pulaski Township shall receive an annual salary of thirty-five dollars, and the other Trial Justices in said County an annual salary of twenty dollars each, except the Trial Justice located in the Southeastern portion, Seneca town- ship, who shall receive an annual salary of thirty dollars; said sums to be the full and only compensation to be received by them in criminal cases.",603,370,370,0,,RT
18921725,Acts,1892,SOUTH CAROLINA,"Approved December 20th, A. D. 1892. AN ACT To Repeat aN Act ENTITLED “AN ACT TO CREATE A SpecIAL ScHooLt District WITHIN THE TOWNSHIP OF SENECA, IN OCONEE CoUNTY, TO BE KNOWN AS THE SENECA GRADED ScHOOL DISTRICT, AND TO AUTHORIZE THE LEVY AND COLLECTION oF A Locat Tax THEREIN,” APPROVED DECEMBER 24TH, 1887.",308,370,370,2,,RT
18921726,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That an Act entitled “‘An Act to create a special school district within the township of Seneca, in Oconee County, to be known as the Seneca Graded School District, and to authorize the levy and collection of a local tax therein,” approved December 24th, 1887, be, and the same is hereby, repealed.",477,370,371,2,,RT
18921727,Acts,1892,SOUTH CAROLINA,"2. That this Act shall take effect from and after the first day of January, A. D. 1894, and not sooner.",103,371,371,2,,RT
18921728,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To AMEND THE CHARTER OF THE TOWN OF SENECA City, IN THE COUNTY OF OCONEE, AND TO REDUCE ALL Acts ok Parts oF ACTS IN RELATION THERETO INTO ONE Act, APPROVED DECEMBER 24TH, 1879.",220,371,371,0,,RT
18921729,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That an Act entitled ‘An Act to alter and amend the charter of the town of Seneca City, in the County of Oconee, and to reduce all Acts or parts of Acts in relation thereto into one Act,” approved De- cember 24th, 1879, be, and the same is hereby, amended by strik- ing out the words ‘‘Seneca City” wherever the same oceurs in said Act, and in the title thereof, and inserting in lieu thereof the word ‘‘Seneca” wherever the words “Seneca City” occurs in said Act.",641,371,371,0,,RT
18921730,Acts,1892,SOUTH CAROLINA,"That Section six of ,said Act be amended on line 14 after the word ‘‘ hours” by inserting the words ‘‘ Sunday not to be computed in this count.” So that said Section shall read as follows :",208,371,371,0,,RT
18921731,Acts,1892,SOUTH CAROLINA,"The said Town Council shall have power, and are hereby authorized, to appoint or elect from time to time such and so many proper person or persons to act as Marshals or Con- stables (in addition to the Sheriff and his deputies of the County of Oconee, who shall also be Marshals of the said town, ) as it may deem necessary and expedient for the preservation of the peace, good order and police thereof, which persons so appointed or elected shall, within the corporate limits of said town, have the powers provided by law for the office of Constables, and shall be removable at the pleasure of said Town Council.",613,371,372,2,,RT
18921732,Acts,1892,SOUTH CAROLINA,"And it shall be the duty of the Marshals or Constables, or any one or more of them, to arrest with or without a warrant and commit to the guard house of said town, (or jail of Oconee County, if the said Council so order or direct,) for a term not exceeding twenty-four hours, Sunday not to be computed in this court, when ordered to do so by the Intendant or any of the Wardens of the said town, any person or persons who, within the corporate limits of said town, may be engaged in a breach of the peace, any riotous or disorderly conduct, open obscenity, public drunkenness, or any conduct indecent or dangerous or to the annoyance of the citi- zens of the said town or any of them, and the said Marshals or Constables, or any one or more of them, shall have power to call to their assistance the posse comitatus, if need be, to aid them in making such arrests, and upon their failure to perform such duty as required they shall be subject to such fines and penalties as said Council may impose upon them.",1009,372,372,2,,RT
18921733,Acts,1892,SOUTH CAROLINA,"And all persons im- prisoned shall pay the costs and expenses incident to their im- prisonment, which said costs and expenses shall be collected in the same manner as is provided herein for the collection of fines imposed for the violation of ordinances, rules and regulations of said town: Provided, Thatsuch imprisonment shall not exempt the party from the payment of any fine or penalty Council may impose for the offense which he, she or they may have committed.",466,372,372,2,,RT
18921734,Acts,1892,SOUTH CAROLINA,"And it shall be the duty of the Marshals or Constables, or any one or more of them, to collect all fines or forfeitures imposed by said Council, and to enforce and carry into effect the by-laws, rules, regulations and ordinances of said Council, and to serve all papers issued by said Council when so required.",310,372,372,2,,RT
18921735,Acts,1892,SOUTH CAROLINA,"3. That Section seven of said Act be amended by striking out the word “‘ twenty” on line ten of said Section and inserting in lieu thereof the word ‘“‘fifty,” and by striking out on lines thirteen and fourteen the words ‘‘ at the rate of one day for each one dollar of fine imposed and not paid,” and inserting in lieu thereof the words “for a length of time, in the discretion of said Town Council, not to exceed thirty days.” So that said Section shall read as follows: Srection 7.",483,372,372,2,,RT
18921736,Acts,1892,SOUTH CAROLINA,"The said Town Council of Seneca shall have full power and authority under their corporate seal to ordain and establish all such rules, by-laws and ordinances respecting the streets, pavements, ways, markets, public buildings, weights, measures, wells, privies, disorderly places, fire department, police, and in general every other ordinance and by-law, as shall appear to them requisite for the security, welfare and convenience of said town, and for preserving health, peace, cleanliness, order and good government within the same, and to prevent the viola- tion of its ordinances by imposing fines and penalties, not to exceed fifty dollars by fine, or imprisonment not to exceed thirty days, or both such fine and imprisonment, or, in lieu of said fine or imprisonment, to hard labor on the public streets, ways or pavements for a length of time, in the discretion of said Town Council, not to exceed thirty days, under the direction of the Town Marshal or Constable or other person appointed by Council.",1010,372,373,2,,RT
18921737,Acts,1892,SOUTH CAROLINA,"4. That Section eight of said Act be amended on line six by striking out the word “twenty” and inserting in lieu thereof the word “‘fifty,” by striking out the word “twenty” on line seven and inserting in lieu thereof the word ‘‘ fifty,” and by add- ing at the end of said Section the words ‘or be made to work on the streets not exceeding thirty days.” So that said Section shall read as follows: Section 8, That the said Town Council shall have full power and authority to abate all nuisances within the corporate limits of said town, giving five days’ notice to the occupants of premises where the nuisance lies or exists; and in default or non-compli- ance with the orders of Council respecting a nuisance, the par- ties so offending shall be fined not more than fifty dollars or imprisoned more than thirty days in the County jail for each and every offense, or be made to work on the streets not exceeding thirty days.",924,373,373,2,,RT
18921738,Acts,1892,SOUTH CAROLINA,"5. That Section sixteen of said Act be amended on line two by striking out the word “twenty” and inserting in lieu thereof the word ‘fifty ;” by striking out on line ten the words “‘ less than twenty” and inserting in lieu thereof the words “not more than fifty ;’ by striking out on line eleven the word “ twenty” and inserting in lieu thereof the word ‘‘fifty;” by striking out on lines twelve and thirteen the words ‘‘at the rate of one day for each one dollar of fine” and inserting in lieu thereof the words ‘“‘for a length of time, in the discre- tion of the Council, not exceeding thirty days ;” and by striking out on lines forty-three and forty-four the words ‘‘ for a time not exceeding one day for each dollar of fine imposed and not paid” and inserting in lieu thereof the following words: ‘‘for a length of time, in the discretion of the Council, not exceeding thirty days.” So that said Section shall read as follows: Section 16, When any offense against the ordinances of the said town is charged for which a fine of more than fifty dollars is ordained, the said charge for which a fine of more than fifty dollars is ordained, the said charge shall be heard and determined in an action of debt, to be brought in the name of the Town Council, for the recovery of said fine, before a Court having jurisdiction of causes of action of that amount for Oconee County.",1378,373,374,2,,RT
18921739,Acts,1892,SOUTH CAROLINA,"If the fine ordained may, according todiscretion, or the offense, be one for which imprisonment is ordained, the Council may, in its discretion, try the offender and inflict a fine not more than fifty dollars, or imprisonment not exceeding thirty days, or, in lieu of fine or imprisonment, to hard work on the public streets, bridges or pavements, for a length of time, in the discretion of the Council, not exceeding thirty days, or may direct proceedings before a Trial Justice or in the Court of Sessions of said County.",523,374,374,2,,RT
18921740,Acts,1892,SOUTH CAROLINA,"In all cases of trial to be had before the said Town Council a warrant may issue for the arrest of the party charged (if not in custody), under the hand of the Intendant, or any one of the Wardens, wherein shall be expressed with certainty the offense charged and the time of trial, and upon examination shall either release, admit to buil, if the offense be bailable, or commit to the guard house or jail, such offenders, as the case may require, and the Sheriff of Oconee County is hereby required to receive and keep the person so committed until discharged by due course of law.",582,374,374,2,,RT
18921741,Acts,1892,SOUTH CAROLINA,That all fines and forfeitures imposed by said ‘Town Coun- cil shall be collected by jfiert facias.,99,374,374,0,,RT
18921742,Acts,1892,SOUTH CAROLINA,"The Sheriff of Oconee County and his deputies for the time being be, and they are hereby, authorized to execute the process of the said Council as by law the Marshal or Constable of said corporation might or should now do, having the same privileges, powers and emolu- ments and subject to the same duties and penalties as herein pro- vided : Provided, That all nulla bona costs incident on any executions issuing from said Town Council and directed to the said Sheriff shall be paid by the said Town Council ; and the said Town Council shall have the same power as is granted Trial Justices or other inferior Courts in this State to compel the attendance of witnesses and require them to give evidence upon the trial before them of any person or persons for violating of And whenever their ordinances, by-laws, rules or regulations.",833,374,374,2,,RT
18921743,Acts,1892,SOUTH CAROLINA,"the said Town Council shall impose a fine upon a person con- victed of an offense who refuse, fail or is unable to pay the same, the said Town Council shall have power to compel such person to work upon the streets, bridges or pavements of said town, under the direction of the Marshal or person appointed for that purpose, for a length of time, in the discretion of the Council, not exceed- ing thirty days.",410,374,375,2,,RT
18921744,Acts,1892,SOUTH CAROLINA,"All moneys collected as fines, as well as all realized from licenses granted and taxes levied, shall be applied to the use of said town.",136,375,375,0,,RT
18921745,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To REPEAL AN Act ENTITLED ‘“‘AN AcT TO EXEMPT FROM TAXATION CERTAIN Lots oF LAND BEING IN THE CokpoRATE LIMITS OF THE TOWN OF WALHALLA, IN THE County OF OcONEE,” APPROVED DECEMBER 23D, 1879 SEcTION 1. Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That an Act entitled “An Act to exempt from taxation certain lots of land being in the corporate limits of the town of Walhalla, in the 4 County of Oconee,” approved December 23d, 1879, be, and the same is hereby, repealed, and that hereafter said lots shall be subject to taxation as provided by law.",711,375,375,0,,RT
18921746,Acts,1892,SOUTH CAROLINA,2. That this Act shall take effect from and after its approval.,63,375,375,0,,RT
